NUTS 3 CODE,LAU CODE,LAU NAME NATIONAL,LAU NAME LATIN,CHANGE (Y/N),POPULATION,TOTAL AREA (m2),DEGURBA,DEG change compared to last year,COASTAL AREA (yes/no),COAST change compared to last year,CITY_ID,CITY_ID change compared to last year,CITY_NAME,GREATER_CITY_ID,GREATER_CITY_ID change compared to last year,GREATER_CITY_NAME,FUA_ID,FUA_ID change compared to last year,FUA_NAME
PL638,1004221421301,Czarna Woda,Czarna Woda,no,3189,27730000,3,no,no,,,,,,,,,,
PL638,1004221421302,Skórcz,Skórcz,no,3611,3630000,3,no,no,,,,,,,,,,
PL638,1004221421303,Starogard Gdański,Starogard Gdański,no,47776,25280000,2,no,no,,,,,,,,,,
PL638,1004221421304,Bobowo,Bobowo,no,3183,51630000,3,no,no,,,,,,,,,,
PL638,1004221421305,Kaliska,Kaliska,no,5400,110580000,3,no,no,,,,,,,,,,
PL638,1004221421306,Lubichowo,Lubichowo,no,6584,160900000,3,no,no,,,,,,,,,,
PL638,1004221421307,Osieczna,Osieczna,no,2884,122980000,3,no,no,,,,,,,,,,
PL638,1004221421308,Osiek,Osiek,no,2386,156160000,3,no,no,,,,,,,,,,
PL638,1004221421309,Skarszewy,Skarszewy,no,14807,169580000,3,no,no,,,,,,,,,,
PL638,1004221421310,Skórcz,Skórcz,no,4599,96860000,3,no,no,,,,,,,,,,
PL638,1004221421311,Smętowo Graniczne,Smętowo Graniczne,no,5249,86010000,3,no,no,,,,,,,,,,
PL638,1004221421312,Starogard Gdański,Starogard Gdański,no,16598,196210000,3,no,no,,,,,,,,,,
PL638,1004221421313,Zblewo,Zblewo,no,11738,137790000,3,no,no,,,,,,,,,,
PL638,1004221421401,Tczew,Tczew,no,60279,22380000,1,no,no,,PL051C1,no,Tczew,,,,PL051L1,no,Tczew
PL638,1004221421402,Gniew,Gniew,no,15544,194120000,3,no,no,,,,,,,,,,
PL638,1004221421403,Morzeszczyn,Morzeszczyn,no,3655,91190000,3,no,no,,,,,,,,,,
PL638,1004221421404,Pelplin,Pelplin,no,16297,141020000,2,no,no,,,,,,,,,,
PL638,1004221421405,Subkowy,Subkowy,no,5473,77800000,3,no,no,,,,,,,,PL051L1,no,Tczew
PL638,1004221421406,Tczew,Tczew,no,14628,170600000,3,no,no,,,,,,,,PL051L1,no,Tczew
PL638,1004221421601,Dzierzgoń,Dzierzgoń,no,9263,131030000,3,no,no,,,,,,,,,,
PL638,1004221421602,Mikołajki Pomorskie,Mikołajki Pomorskie,no,3649,91600000,3,no,no,,,,,,,,,,
PL638,1004221421603,Stary Dzierzgoń,Stary Dzierzgoń,no,3960,185700000,3,no,no,,,,,,,,,,
PL638,1004221421604,Stary Targ,Stary Targ,no,6263,141350000,3,no,no,,,,,,,,,,
PL638,1004221421605,Sztum,Sztum,no,18434,181060000,2,no,no,,,,,,,,,,
PL633,1004221436101,Gdańsk,Gdańsk,no,466631,261960000,1,no,yes,,PL006C1,no,Gdańsk,,,,PL006L2,no,Gdańsk
PL633,1004221436201,Gdynia,Gdynia,no,246309,135140000,1,no,yes,,PL501C1,no,Gdynia,,,,PL006L2,no,Gdańsk
PL633,1004221436401,Sopot,Sopot,no,36046,17280000,2,no,yes,,,,,,,,PL006L2,no,Gdańsk
PL637,1004221720201,Chojnice,Chojnice,no,39904,21040000,2,no,no,,,,,,,,,,
PL637,1004221720202,Brusy,Brusy,no,14599,400450000,3,no,no,,,,,,,,,,
PL637,1004221720203,Chojnice,Chojnice,no,19100,458210000,3,no,no,,,,,,,,,,
PL637,1004221720204,Czersk,Czersk,no,21641,380110000,3,no,no,,,,,,,,,,
PL637,1004221720205,Konarzyny,Konarzyny,no,2307,104400000,3,no,no,,,,,,,,,,
PL637,1004221720301,Człuchów,Człuchów,no,13708,12780000,2,no,no,,,,,,,,,,
PL637,1004221720302,Czarne,Czarne,no,9111,234830000,2,no,no,,,,,,,,,,
PL637,1004221720303,Człuchów,Człuchów,no,11113,361470000,3,no,no,,,,,,,,,,
PL637,1004221720304,Debrzno,Debrzno,no,9078,224030000,3,no,no,,,,,,,,,,
PL637,1004221720305,Koczała,Koczała,no,3375,223390000,3,no,no,,,,,,,,,,
PL637,1004221720306,Przechlewo,Przechlewo,no,6352,243970000,3,no,no,,,,,,,,,,
PL637,1004221720307,Rzeczenica,Rzeczenica,no,3633,274800000,3,no,no,,,,,,,,,,
PL637,1004221720601,Kościerzyna,Kościerzyna,no,23759,15860000,2,no,no,,,,,,,,,,
PL637,1004221720602,Dziemiany,Dziemiany,no,4389,125380000,3,no,no,,,,,,,,,,
PL637,1004221720603,Karsin,Karsin,no,6252,169430000,3,no,no,,,,,,,,,,
PL637,1004221720604,Kościerzyna,Kościerzyna,no,16020,309890000,3,no,no,,,,,,,,,,
PL637,1004221720605,Liniewo,Liniewo,no,4600,110030000,3,no,no,,,,,,,,,,
PL637,1004221720606,Lipusz,Lipusz,no,3728,108950000,3,no,no,,,,,,,,,,
PL637,1004221720607,Nowa Karczma,Nowa Karczma,no,6971,113400000,3,no,no,,,,,,,,,,
PL637,1004221720608,Stara Kiszewa,Stara Kiszewa,no,6809,212730000,3,no,no,,,,,,,,,,
PL621,1004281540201,Braniewo,Braniewo,no,17071,12410000,2,no,yes,,,,,,,,,,
PL621,1004281540202,Braniewo,Braniewo,no,6090,306260000,3,no,yes,,,,,,,,,,
PL621,1004281540203,Frombork,Frombork,no,3591,124100000,3,no,yes,,,,,,,,,,
PL621,1004281540204,Lelkowo,Lelkowo,no,2881,198160000,3,no,no,,,,,,,,,,
PL621,1004281540205,Pieniężno,Pieniężno,no,6246,242940000,3,no,no,,,,,,,,,,
PL621,1004281540206,Płoskinia,Płoskinia,no,2508,169930000,3,no,no,,,,,,,,,,
PL621,1004281540207,Wilczęta,Wilczęta,no,3004,147850000,3,no,no,,,,,,,,,,
PL621,1004281540301,Działdowo,Działdowo,no,21275,11470000,2,no,no,,,,,,,,,,
PL621,1004281540302,Działdowo,Działdowo,no,9876,272170000,3,no,no,,,,,,,,,,
PL621,1004281540303,Iłowo-Osada,Iłowo-Osada,no,7238,103770000,3,no,no,,,,,,,,,,
PL621,1004281540304,Lidzbark,Lidzbark,no,14176,254880000,2,no,no,,,,,,,,,,
PL621,1004281540305,Płośnica,Płośnica,no,5654,163230000,3,no,no,,,,,,,,,,
PL621,1004281540306,Rybno,Rybno,no,7223,148410000,3,no,no,,,,,,,,,,
PL621,1004281540401,Elbląg,Elbląg,no,7518,192050000,3,no,yes,,,,,,,,PL512L2,no,Elbląg
PL621,1004281540402,Godkowo,Godkowo,no,3063,166990000,3,no,no,,,,,,,,,,
PL621,1004281540403,Gronowo Elbląskie,Gronowo Elbląskie,no,5127,89150000,3,no,no,,,,,,,,PL512L2,no,Elbląg
PL621,1004281540404,Markusy,Markusy,no,4085,109600000,3,no,no,,,,,,,,PL512L2,no,Elbląg
PL621,1004281540405,Milejewo,Milejewo,no,3418,95810000,3,no,no,,,,,,,,PL512L2,no,Elbląg
PL621,1004281540406,Młynary,Młynary,no,4441,158410000,3,no,no,,,,,,,,PL512L2,no,Elbląg
PL621,1004281540407,Pasłęk,Pasłęk,no,19393,263910000,2,no,no,,,,,,,,,,
PL621,1004281540408,Rychliki,Rychliki,no,3840,131650000,3,no,no,,,,,,,,PL512L2,no,Elbląg
PL621,1004281540409,Tolkmicko,Tolkmicko,no,6664,208010000,3,no,yes,,,,,,,,PL512L2,no,Elbląg
PL621,1004281540701,Iława,Iława,no,33250,21880000,2,no,no,,,,,,,,,,
PL621,1004281540702,Lubawa,Lubawa,no,10381,16840000,2,no,no,,,,,,,,,,
PL621,1004281540703,Iława,Iława,no,13008,424210000,3,no,no,,,,,,,,,,
PL621,1004281540704,Kisielice,Kisielice,no,6044,172860000,3,no,no,,,,,,,,,,
PL621,1004281540705,Lubawa,Lubawa,no,10729,236450000,3,no,no,,,,,,,,,,
PL621,1004281540706,Susz,Susz,no,12784,259050000,3,no,no,,,,,,,,,,
PL621,1004281540707,Zalewo,Zalewo,no,6824,253930000,3,no,no,,,,,,,,,,
PL621,1004281541201,Nowe Miasto Lubawskie,Nowe Miasto Lubawskie,no,10925,11370000,2,no,no,,,,,,,,,,
PL621,1004281541202,Biskupiec,Biskupiec,no,9403,240610000,3,no,no,,,,,,,,,,
PL621,1004281541203,Grodziczno,Grodziczno,no,6324,154370000,3,no,no,,,,,,,,,,
PL621,1004281541204,Kurzętnik,Kurzętnik,no,9132,149110000,3,no,no,,,,,,,,,,
PL621,1004281541205,Nowe Miasto Lubawskie,Nowe Miasto Lubawskie,no,8213,138470000,3,no,no,,,,,,,,,,
PL621,1004281541501,Ostróda,Ostróda,no,32996,14150000,2,no,no,,,,,,,,,,
PL621,1004281541502,Dąbrówno,Dąbrówno,no,4331,165740000,3,no,no,,,,,,,,,,
PL621,1004281541503,Grunwald,Grunwald,no,5649,179940000,3,no,no,,,,,,,,,,
PL621,1004281541504,Łukta,Łukta,no,4485,186460000,3,no,no,,,,,,,,,,
PL621,1004281541505,Małdyty,Małdyty,no,6300,188860000,3,no,no,,,,,,,,,,
PL621,1004281541506,Miłakowo,Miłakowo,no,5467,158400000,3,no,no,,,,,,,,,,
PL621,1004281541507,Miłomłyn,Miłomłyn,no,4975,160600000,3,no,no,,,,,,,,,,
PL621,1004281541508,Morąg,Morąg,no,24439,311250000,2,no,no,,,,,,,,,,
PL621,1004281541509,Ostróda,Ostróda,no,16138,400890000,3,no,no,,,,,,,,,,
PL621,1004281546101,Elbląg,Elbląg,no,120142,79820000,1,no,yes,,PL512C1,no,Elbląg,,,,PL512L2,no,Elbląg
PL623,1004281550501,Ełk,Ełk,no,61928,21050000,1,no,no,,PL052C1,no,Ełk,,,,PL052L1,no,Ełk
PL623,1004281550502,Ełk,Ełk,no,11599,379180000,3,no,no,,,,,,,,PL052L1,no,Ełk
PL623,1004281550503,Kalinowo,Kalinowo,no,6774,284460000,3,no,no,,,,,,,,,,
PL623,1004281550504,Prostki,Prostki,no,7292,231080000,3,no,no,,,,,,,,,,
PL623,1004281550505,Stare Juchy,Stare Juchy,no,3766,197020000,3,no,no,,,,,,,,,,
PL623,1004281550601,Giżycko,Giżycko,no,29396,13720000,2,no,no,,,,,,,,,,
PL623,1004281550604,Giżycko,Giżycko,no,8411,297060000,3,no,no,,,,,,,,,,
PL623,1004281550605,Kruklanki,Kruklanki,no,3173,201570000,3,no,no,,,,,,,,,,
PL623,1004281550606,Miłki,Miłki,no,3775,169630000,3,no,no,,,,,,,,,,
PL623,1004281550608,Ryn,Ryn,no,5695,204540000,3,no,no,,,,,,,,,,
PL623,1004281550610,Wydminy,Wydminy,no,6304,232990000,3,no,no,,,,,,,,,,
PL623,1004281551303,Kowale Oleckie,Kowale Oleckie,no,5035,251130000,3,no,no,,,,,,,,,,
PL623,1004281551304,Olecko,Olecko,no,22106,266740000,2,no,no,,,,,,,,,,
PL623,1004281551305,Świętajno,Świętajno,no,3927,214930000,3,no,no,,,,,,,,,,
PL623,1004281551306,Wieliczki,Wieliczki,no,3365,140800000,3,no,no,,,,,,,,,,
PL623,1004281551601,Biała Piska,Biała Piska,no,11773,420330000,3,no,no,,,,,,,,,,
PL623,1004281551602,Orzysz,Orzysz,no,8973,362570000,2,no,no,,,,,,,,,,
PL623,1004281551603,Pisz,Pisz,no,27783,633700000,2,no,no,,,,,,,,,,
PL623,1004281551604,Ruciane-Nida,Ruciane-Nida,no,8041,357980000,3,no,no,,,,,,,,,,
PL623,1004281551801,Banie Mazurskie,Banie Mazurskie,no,3731,204960000,3,no,no,,,,,,,,,,
PL623,1004281551802,Dubeninki,Dubeninki,no,2952,205290000,3,no,no,,,,,,,,,,
PL623,1004281551803,Gołdap,Gołdap,no,20225,362040000,2,no,no,,,,,,,,,,
PL623,1004281551901,Budry,Budry,no,2845,174970000,3,no,no,,,,,,,,,,
PL623,1004281551902,Pozezdrze,Pozezdrze,no,3273,176780000,3,no,no,,,,,,,,,,
PL623,1004281551903,Węgorzewo,Węgorzewo,no,16755,341470000,2,no,no,,,,,,,,,,
PL622,1004281560101,Bartoszyce,Bartoszyce,no,23609,11790000,2,no,no,,,,,,,,,,
PL622,1004281560102,Górowo Iławeckie,Górowo Iławeckie,no,3974,3320000,3,no,no,,,,,,,,,,
PL622,1004281560103,Bartoszyce,Bartoszyce,no,10797,427210000,3,no,no,,,,,,,,,,
PL622,1004281560104,Bisztynek,Bisztynek,no,6359,202880000,3,no,no,,,,,,,,,,
PL622,1004281560105,Górowo Iławeckie,Górowo Iławeckie,no,6912,415910000,3,no,no,,,,,,,,,,
PL622,1004281560106,Sępopol,Sępopol,no,6265,246380000,3,no,no,,,,,,,,,,
PL622,1004281560801,Kętrzyn,Kętrzyn,no,27366,10350000,2,no,no,,,,,,,,,,
PL622,1004281560802,Barciany,Barciany,no,6174,294080000,3,no,no,,,,,,,,,,
PL622,1004281560803,Kętrzyn,Kętrzyn,no,8232,285360000,3,no,no,,,,,,,,,,
PL622,1004281560804,Korsze,Korsze,no,9794,249840000,3,no,no,,,,,,,,,,
PL622,1004281560805,Reszel,Reszel,no,7531,179200000,3,no,no,,,,,,,,,,
PL622,1004281560806,Srokowo,Srokowo,no,3827,194160000,3,no,no,,,,,,,,,,
PL622,1004281560901,Lidzbark Warmiński,Lidzbark Warmiński,no,15820,14350000,2,no,no,,,,,,,,,,
PL622,1004281560902,Kiwity,Kiwity,no,3311,145090000,3,no,no,,,,,,,,,,
PL622,1004281560903,Lidzbark Warmiński,Lidzbark Warmiński,no,6733,372120000,3,no,no,,,,,,,,,,
PL622,1004281560904,Lubomino,Lubomino,no,3593,149210000,3,no,no,,,,,,,,,,
PL622,1004281560905,Orneta,Orneta,no,12055,244230000,2,no,no,,,,,,,,,,
PL622,1004281561001,Mrągowo,Mrągowo,no,21708,14810000,2,no,no,,,,,,,,,,
PL622,1004281561002,Mikołajki,Mikołajki,no,8188,256300000,3,no,no,,,,,,,,,,
PL622,1004281561003,Mrągowo,Mrągowo,no,7981,295140000,3,no,no,,,,,,,,,,
PL622,1004281561004,Piecki,Piecki,no,7622,314480000,3,no,no,,,,,,,,,,
PL622,1004281561005,Sorkwity,Sorkwity,no,4581,184650000,3,no,no,,,,,,,,,,
PL622,1004281561101,Janowiec Kościelny,Janowiec Kościelny,no,3219,135920000,3,no,no,,,,,,,,,,
PL622,1004281561102,Janowo,Janowo,no,2680,191660000,3,no,no,,,,,,,,,,
PL622,1004281561103,Kozłowo,Kozłowo,no,6058,254270000,3,no,no,,,,,,,,,,
PL622,1004281561104,Nidzica,Nidzica,no,21111,378790000,2,no,no,,,,,,,,,,
PL622,1004281561401,Barczewo,Barczewo,no,18030,320010000,3,no,no,,,,,,,,PL014L2,no,Olsztyn
PL622,1004281561402,Biskupiec,Biskupiec,no,19066,290410000,2,no,no,,,,,,,,,,
PL622,1004281561403,Dobre Miasto,Dobre Miasto,no,15908,258690000,2,no,no,,,,,,,,PL014L2,no,Olsztyn
PL622,1004281561404,Dywity,Dywity,no,11697,161160000,3,no,no,,,,,,,,PL014L2,no,Olsztyn
PL622,1004281561405,Gietrzwałd,Gietrzwałd,no,6653,172330000,3,no,no,,,,,,,,PL014L2,no,Olsztyn
PL622,1004281561406,Jeziorany,Jeziorany,no,7789,211490000,3,no,no,,,,,,,,,,
PL622,1004281561407,Jonkowo,Jonkowo,no,7391,168690000,3,no,no,,,,,,,,PL014L2,no,Olsztyn
PL622,1004281561408,Kolno,Kolno,no,3184,178590000,3,no,no,,,,,,,,,,
PL622,1004281561409,Olsztynek,Olsztynek,no,13808,371510000,2,no,no,,,,,,,,,,
PL622,1004281561410,Purda,Purda,no,8639,318120000,3,no,no,,,,,,,,PL014L2,no,Olsztyn
PL622,1004281561411,Stawiguda,Stawiguda,no,9748,222870000,3,no,no,,,,,,,,PL014L2,no,Olsztyn
PL622,1004281561412,Świątki,Świątki,no,4105,164150000,3,no,no,,,,,,,,PL014L2,no,Olsztyn
PL622,1004281561701,Szczytno,Szczytno,no,23343,10620000,2,no,no,,,,,,,,,,
PL622,1004281561702,Dźwierzuty,Dźwierzuty,no,6547,263340000,3,no,no,,,,,,,,,,
PL622,1004281561703,Jedwabno,Jedwabno,no,3667,311900000,3,no,no,,,,,,,,,,
PL622,1004281561704,Pasym,Pasym,no,5340,149200000,3,no,no,,,,,,,,PL014L2,no,Olsztyn
PL622,1004281561705,Rozogi,Rozogi,no,5592,224410000,3,no,no,,,,,,,,,,
PL622,1004281561706,Szczytno,Szczytno,no,12978,346240000,3,no,no,,,,,,,,,,
PL622,1004281561707,Świętajno,Świętajno,no,5883,279550000,3,no,no,,,,,,,,,,
PL622,1004281561708,Wielbark,Wielbark,no,6535,347950000,3,no,no,,,,,,,,,,
PL622,1004281566201,Olsztyn,Olsztyn,no,172362,88330000,1,no,no,,PL014C1,no,Olsztyn,,,,PL014L2,no,Olsztyn
PL712,1005101150602,Andrespol,Andrespol,no,13795,23340000,2,no,no,,,,,,,,PL002L2,no,Łódź
PL712,1005101150603,Brójce,Brójce,no,6548,69020000,3,no,no,,,,,,,,PL002L2,no,Łódź
PL712,1005101150607,Koluszki,Koluszki,no,23662,157200000,2,no,no,,,,,,,,PL002L2,no,Łódź
PL712,1005101150608,Nowosolna,Nowosolna,no,4963,53980000,3,no,no,,,,,,,,PL002L2,no,Łódź
PL712,1005101150610,Rzgów,Rzgów,no,10348,66320000,3,no,no,,,,,,,,PL002L2,no,Łódź
PL712,1005101150611,Tuszyn,Tuszyn,no,12389,129900000,2,no,no,,,,,,,,,,
PL712,1005101150801,Konstantynów Łódzki,Konstantynów Łódzki,no,18096,27250000,2,no,no,,,,,,,,PL002L2,no,Łódź
PL712,1005101150802,Pabianice,Pabianice,no,65283,32990000,1,no,no,,PL043C1,no,Pabianice,,,,PL043L1,no,Pabianice
PL712,1005101150803,Dłutów,Dłutów,no,4632,101230000,3,no,no,,,,,,,,PL043L1,no,Pabianice
PL712,1005101150804,Dobroń,Dobroń,no,7707,95460000,3,no,no,,,,,,,,PL043L1,no,Pabianice
PL712,1005101150805,Ksawerów,Ksawerów,no,7694,13640000,2,no,no,,,,,,,,PL043L1,no,Pabianice
PL712,1005101150806,Lutomiersk,Lutomiersk,no,8473,133920000,3,no,no,,,,,,,,PL002L2,no,Łódź
PL712,1005101150807,Pabianice,Pabianice,no,7404,87690000,3,no,no,,,,,,,,PL043L1,no,Pabianice
PL712,1005101152001,Głowno,Głowno,no,14291,19840000,2,no,no,,,,,,,,,,
PL712,1005101152002,Ozorków,Ozorków,no,19456,15460000,2,no,no,,,,,,,,,,
PL712,1005101152003,Zgierz,Zgierz,no,56529,42330000,1,no,no,,PL050C1,no,Zgierz,,,,PL002L2,no,Łódź
PL712,1005101152004,Aleksandrów Łódzki,Aleksandrów Łódzki,no,31969,116430000,2,no,no,,,,,,,,PL002L2,no,Łódź
PL712,1005101152005,Głowno,Głowno,no,4812,104770000,3,no,no,,,,,,,,,,
PL712,1005101152006,Ozorków,Ozorków,no,7009,95510000,3,no,no,,,,,,,,,,
PL712,1005101152007,Parzęczew,Parzęczew,no,5077,103890000,3,no,no,,,,,,,,,,
PL712,1005101152008,Stryków,Stryków,no,12626,157900000,3,no,no,,,,,,,,PL002L2,no,Łódź
PL712,1005101152009,Zgierz,Zgierz,no,14147,199050000,3,no,no,,,,,,,,PL002L2,no,Łódź
PL712,1005101152101,Brzeziny,Brzeziny,no,12547,21580000,2,no,no,,,,,,,,,,
PL712,1005101152102,Brzeziny,Brzeziny,no,5732,106640000,3,no,no,,,,,,,,,,
PL712,1005101152103,Dmosin,Dmosin,no,4480,100190000,3,no,no,,,,,,,,,,
PL712,1005101152104,Jeżów,Jeżów,no,3403,64090000,3,no,no,,,,,,,,,,
PL712,1005101152105,Rogów,Rogów,no,4728,66060000,3,no,no,,,,,,,,PL002L2,no,Łódź
PL711,1005101166101,Łódź,Łódź,no,685285,293250000,1,no,no,,PL002C1,no,Łódź,,,,PL002L2,no,Łódź
PL713,1005101170101,Bełchatów,Bełchatów,no,57432,34640000,2,no,no,,,,,,,,,,
PL713,1005101170102,Bełchatów,Bełchatów,no,11436,180360000,3,no,no,,,,,,,,,,
PL713,1005101170103,Drużbice,Drużbice,no,5235,113350000,3,no,no,,,,,,,,,,
PL713,1005101170104,Kleszczów,Kleszczów,no,6181,124760000,3,no,no,,,,,,,,,,
PL713,1005101170105,Kluki,Kluki,no,4349,118540000,3,no,no,,,,,,,,,,
PL713,1005101170106,Rusiec,Rusiec,no,5120,99910000,3,no,no,,,,,,,,,,
PL713,1005101170107,Szczerców,Szczerców,no,8216,128950000,3,no,no,,,,,,,,,,
PL713,1005101170108,Zelów,Zelów,no,15028,167090000,3,no,no,,,,,,,,,,
PL713,1005101170701,Białaczów,Białaczów,no,5802,114630000,3,no,no,,,,,,,,,,
PL713,1005101170702,Drzewica,Drzewica,no,10487,118190000,3,no,no,,,,,,,,,,
PL713,1005101170703,Mniszków,Mniszków,no,4771,124160000,3,no,no,,,,,,,,,,
PL713,1005101170704,Opoczno,Opoczno,no,34353,190640000,2,no,no,,,,,,,,,,
PL713,1005101170705,Paradyż,Paradyż,no,4415,81390000,3,no,no,,,,,,,,,,
PL713,1005101170706,Poświętne,Poświętne,no,3176,140810000,3,no,no,,,,,,,,,,
PL713,1005101170707,Sławno,Sławno,no,7672,129310000,3,no,no,,,,,,,,,,
PL713,1005101170708,Żarnów,Żarnów,no,5947,141060000,3,no,no,,,,,,,,,,
PL713,1005101171001,Aleksandrów,Aleksandrów,no,4355,144090000,3,no,no,,,,,,,,PL032L1,no,Piotrków Trybunalski
PL713,1005101171002,Czarnocin,Czarnocin,no,4108,71790000,3,no,no,,,,,,,,,,
PL713,1005101171003,Gorzkowice,Gorzkowice,no,8522,102170000,3,no,no,,,,,,,,,,
PL713,1005101171004,Grabica,Grabica,no,6078,127620000,3,no,no,,,,,,,,PL032L1,no,Piotrków Trybunalski
PL713,1005101171005,Łęki Szlacheckie,Łęki Szlacheckie,no,3483,108960000,3,no,no,,,,,,,,PL032L1,no,Piotrków Trybunalski
PL713,1005101171006,Moszczenica,Moszczenica,no,12862,111490000,3,no,no,,,,,,,,PL032L1,no,Piotrków Trybunalski
PL713,1005101171007,Ręczno,Ręczno,no,3526,88900000,3,no,no,,,,,,,,PL032L1,no,Piotrków Trybunalski
PL713,1005101171008,Rozprza,Rozprza,no,12342,163080000,3,no,no,,,,,,,,PL032L1,no,Piotrków Trybunalski
PL713,1005101171009,Sulejów,Sulejów,no,16323,188230000,3,no,no,,,,,,,,PL032L1,no,Piotrków Trybunalski
PL713,1005101171010,Wola Krzysztoporska,Wola Krzysztoporska,no,11929,170750000,3,no,no,,,,,,,,PL032L1,no,Piotrków Trybunalski
PL713,1005101171011,Wolbórz,Wolbórz,no,7787,151660000,3,no,no,,,,,,,,,,
PL713,1005101171201,Radomsko,Radomsko,no,46087,51430000,2,no,no,,,,,,,,,,
PL713,1005101171202,Dobryszyce,Dobryszyce,no,4454,50820000,3,no,no,,,,,,,,,,
PL713,1005101171203,Gidle,Gidle,no,6127,115980000,3,no,no,,,,,,,,,,
PL713,1005101171204,Gomunice,Gomunice,no,5861,62450000,3,no,no,,,,,,,,,,
PL713,1005101171205,Kamieńsk,Kamieńsk,no,5912,96440000,3,no,no,,,,,,,,,,
PL713,1005101171206,Kobiele Wielkie,Kobiele Wielkie,no,4449,101720000,3,no,no,,,,,,,,,,
PL713,1005101171207,Kodrąb,Kodrąb,no,4571,105830000,3,no,no,,,,,,,,,,
PL713,1005101171208,Lgota Wielka,Lgota Wielka,no,4294,63070000,3,no,no,,,,,,,,,,
PL713,1005101171209,Ładzice,Ładzice,no,4784,82770000,3,no,no,,,,,,,,,,
PL713,1005101171210,Masłowice,Masłowice,no,4193,115970000,3,no,no,,,,,,,,,,
PL713,1005101171211,Przedbórz,Przedbórz,no,7217,189700000,3,no,no,,,,,,,,,,
PL713,1005101171212,Radomsko,Radomsko,no,5616,85630000,3,no,no,,,,,,,,,,
PL713,1005101171213,Wielgomłyny,Wielgomłyny,no,4596,123150000,3,no,no,,,,,,,,,,
PL713,1005101171214,Żytno,Żytno,no,5154,197610000,3,no,no,,,,,,,,,,
PL713,1005101171601,Tomaszów Mazowiecki,Tomaszów Mazowiecki,no,62649,41300000,1,no,no,,PL046C1,no,Tomaszów Mazowiecki,,,,PL046L1,no,Tomaszów Mazowiecki
PL713,1005101171602,Będków,Będków,no,3313,57740000,3,no,no,,,,,,,,,,
PL713,1005101171603,Budziszewice,Budziszewice,no,2183,30170000,3,no,no,,,,,,,,,,
PL713,1005101171604,Czerniewice,Czerniewice,no,5083,128070000,3,no,no,,,,,,,,,,
PL713,1005101171605,Inowłódz,Inowłódz,no,3829,97830000,3,no,no,,,,,,,,,,
PL713,1005101171606,Lubochnia,Lubochnia,no,7161,131370000,3,no,no,,,,,,,,,,
PL713,1005101171607,Rokiciny,Rokiciny,no,6159,90580000,3,no,no,,,,,,,,PL002L2,no,Łódź
PL713,1005101171608,Rzeczyca,Rzeczyca,no,4641,108610000,3,no,no,,,,,,,,,,
PL713,1005101171609,Tomaszów Mazowiecki,Tomaszów Mazowiecki,no,11182,149820000,3,no,no,,,,,,,,PL046L1,no,Tomaszów Mazowiecki
PL713,1005101171610,Ujazd,Ujazd,no,7738,96950000,3,no,no,,,,,,,,,,
PL713,1005101171611,Żelechlinek,Żelechlinek,no,3321,92350000,3,no,no,,,,,,,,,,
PL713,1005101176201,Piotrków Trybunalski,Piotrków Trybunalski,no,73670,67240000,1,no,no,,PL032C1,no,Piotrków Trybunalski,,,,PL032L1,no,Piotrków Trybunalski
PL714,1005101180301,Buczek,Buczek,no,5087,92210000,3,no,no,,,,,,,,,,
PL714,1005101180302,Łask,Łask,no,27747,145370000,2,no,no,,,,,,,,,,
PL714,1005101180303,Sędziejowice,Sędziejowice,no,6413,120040000,3,no,no,,,,,,,,,,
PL714,1005101180304,Widawa,Widawa,no,7393,178310000,3,no,no,,,,,,,,,,
PL714,1005101180305,Wodzierady,Wodzierady,no,3463,82300000,3,no,no,,,,,,,,,,
PL714,1005101180901,Działoszyn,Działoszyn,no,12599,120920000,3,no,no,,,,,,,,,,
PL714,1005101180902,Kiełczygłów,Kiełczygłów,no,4032,87200000,3,no,no,,,,,,,,,,
PL714,1005101180903,Nowa Brzeźnica,Nowa Brzeźnica,no,4573,135210000,3,no,no,,,,,,,,PL024L2,no,Częstochowa
PL714,1005101180904,Pajęczno,Pajęczno,no,11644,113630000,2,no,no,,,,,,,,,,
PL714,1005101180905,Rząśnia,Rząśnia,no,4909,86140000,3,no,no,,,,,,,,,,
PL714,1005101180906,Siemkowice,Siemkowice,no,4791,99980000,3,no,no,,,,,,,,,,
PL714,1005101180907,Strzelce Wielkie,Strzelce Wielkie,no,4618,78000000,3,no,no,,,,,,,,,,
PL714,1005101180908,Sulmierzyce,Sulmierzyce,no,4431,82740000,3,no,no,,,,,,,,,,
PL714,1005101181101,Dalików,Dalików,no,3903,114620000,3,no,no,,,,,,,,PL002L2,no,Łódź
PL714,1005101181102,Pęczniew,Pęczniew,no,3464,127790000,3,no,no,,,,,,,,,,
PL714,1005101181103,Poddębice,Poddębice,no,15606,224540000,3,no,no,,,,,,,,,,
PL714,1005101181104,Uniejów,Uniejów,no,7004,129010000,3,no,no,,,,,,,,,,
PL714,1005101181105,Wartkowice,Wartkowice,no,6229,140120000,3,no,no,,,,,,,,,,
PL714,1005101181106,Zadzim,Zadzim,no,4999,145130000,3,no,no,,,,,,,,,,
PL714,1005101181401,Sieradz,Sieradz,no,42267,51220000,2,no,no,,,,,,,,,,
PL714,1005101181402,Błaszki,Błaszki,no,14555,201380000,3,no,no,,,,,,,,,,
