NUTS 3 CODE,LAU CODE,LAU NAME NATIONAL,LAU NAME LATIN,CHANGE (Y/N),POPULATION,TOTAL AREA (m2),DEGURBA,DEG change compared to last year,COASTAL AREA (yes/no),COAST change compared to last year,CITY_ID,CITY_ID change compared to last year,CITY_NAME,GREATER_CITY_ID,GREATER_CITY_ID change compared to last year,GREATER_CITY_NAME,FUA_ID,FUA_ID change compared to last year,FUA_NAME
PL515,1003021011006,Platerówka,Platerówka,no,1631,47900000,3,no,no,,,,,,,,,,
PL515,1003021011007,Siekierczyn,Siekierczyn,no,4508,49500000,3,no,no,,,,,,,,,,
PL515,1003021011201,Gryfów Śląski,Gryfów Śląski,no,9721,66670000,2,no,no,,,,,,,,,,
PL515,1003021011202,Lubomierz,Lubomierz,no,6188,130530000,3,no,no,,,,,,,,PL019L2,no,Jelenia Góra
PL515,1003021011203,Lwówek Śląski,Lwówek Śląski,no,17252,239930000,2,no,no,,,,,,,,,,
PL515,1003021011204,Mirsk,Mirsk,no,8639,186500000,3,no,no,,,,,,,,,,
PL515,1003021011205,Wleń,Wleń,no,4259,86060000,3,no,no,,,,,,,,PL019L2,no,Jelenia Góra
PL515,1003021012501,Zawidów,Zawidów,no,4217,6070000,3,no,no,,,,,,,,,,
PL515,1003021012502,Zgorzelec,Zgorzelec,no,30521,15880000,2,no,no,,,,,,,,,,
PL515,1003021012503,Bogatynia,Bogatynia,no,23210,136120000,2,no,no,,,,,,,,,,
PL515,1003021012504,Pieńsk,Pieńsk,no,9112,110530000,2,no,no,,,,,,,,,,
PL515,1003021012505,Sulików,Sulików,no,6061,94510000,3,no,no,,,,,,,,,,
PL515,1003021012506,Węgliniec,Węgliniec,no,8373,338340000,3,no,no,,,,,,,,,,
PL515,1003021012507,Zgorzelec,Zgorzelec,no,8509,137150000,3,no,no,,,,,,,,,,
PL515,1003021012601,Wojcieszów,Wojcieszów,no,3676,32170000,3,no,no,,,,,,,,PL019L2,no,Jelenia Góra
PL515,1003021012602,Złotoryja,Złotoryja,no,15655,11510000,2,no,no,,,,,,,,,,
PL515,1003021012603,Pielgrzymka,Pielgrzymka,no,4582,104850000,3,no,no,,,,,,,,,,
PL515,1003021012604,Świerzawa,Świerzawa,no,7552,159990000,3,no,no,,,,,,,,,,
PL515,1003021012605,Zagrodno,Zagrodno,no,5306,122340000,3,no,no,,,,,,,,,,
PL515,1003021012606,Złotoryja,Złotoryja,no,7098,144950000,3,no,no,,,,,,,,,,
PL515,1003021016101,Jelenia Góra,Jelenia Góra,no,79480,109220000,1,no,no,,PL019C1,no,Jelenia Góra,,,,PL019L2,no,Jelenia Góra
PL516,1003021020301,Głogów,Głogów,no,67615,35110000,1,no,no,,PL044C1,no,Głogów,,,,PL044L1,no,Głogów
PL516,1003021020302,Głogów,Głogów,no,6734,84790000,2,no,no,,,,,,,,PL044L1,no,Głogów
PL516,1003021020303,Jerzmanowa,Jerzmanowa,no,5042,63320000,3,no,no,,,,,,,,PL044L1,no,Głogów
PL516,1003021020304,Kotla,Kotla,no,4430,127520000,3,no,no,,,,,,,,PL044L1,no,Głogów
PL516,1003021020305,Pęcław,Pęcław,no,2274,64270000,3,no,no,,,,,,,,PL044L1,no,Głogów
PL516,1003021020306,Żukowice,Żukowice,no,3446,68260000,3,no,no,,,,,,,,PL044L1,no,Głogów
PL516,1003021020401,Góra,Góra,no,20037,266110000,2,no,no,,,,,,,,,,
PL516,1003021020402,Jemielno,Jemielno,no,3010,124020000,3,no,no,,,,,,,,,,
PL516,1003021020403,Niechlów,Niechlów,no,4939,151030000,3,no,no,,,,,,,,,,
PL516,1003021020404,Wąsosz,Wąsosz,no,7196,197110000,3,no,no,,,,,,,,,,
PL516,1003021020901,Chojnów,Chojnów,no,13426,5320000,2,no,no,,,,,,,,,,
PL516,1003021020902,Chojnów,Chojnów,no,9636,230920000,3,no,no,,,,,,,,,,
PL516,1003021020903,Krotoszyce,Krotoszyce,no,3336,67500000,3,no,no,,,,,,,,PL516L2,no,Legnica
PL516,1003021020904,Kunice,Kunice,no,6893,92660000,3,no,no,,,,,,,,PL516L2,no,Legnica
PL516,1003021020905,Legnickie Pole,Legnickie Pole,no,5241,85240000,3,no,no,,,,,,,,PL516L2,no,Legnica
PL516,1003021020906,Miłkowice,Miłkowice,no,6706,86630000,3,no,no,,,,,,,,PL516L2,no,Legnica
PL516,1003021020907,Prochowice,Prochowice,no,7455,102510000,3,no,no,,,,,,,,PL516L2,no,Legnica
PL516,1003021020908,Ruja,Ruja,no,2633,73300000,3,no,no,,,,,,,,PL516L2,no,Legnica
PL516,1003021021101,Lubin,Lubin,no,72581,40770000,1,no,no,,PL033C1,no,Lubin,,,,PL033L1,no,Lubin
PL516,1003021021102,Lubin,Lubin,no,15920,289780000,3,no,no,,,,,,,,PL033L1,no,Lubin
PL516,1003021021103,Rudna,Rudna,no,7785,216640000,3,no,no,,,,,,,,PL033L1,no,Lubin
PL516,1003021021104,Ścinawa,Ścinawa,no,9968,164430000,2,no,no,,,,,,,,PL033L1,no,Lubin
PL516,1003021021601,Chocianów,Chocianów,no,12798,221660000,2,no,no,,,,,,,,PL033L1,no,Lubin
PL516,1003021021602,Gaworzyce,Gaworzyce,no,4011,76760000,3,no,no,,,,,,,,PL044L1,no,Głogów
PL516,1003021021603,Grębocice,Grębocice,no,5367,121700000,3,no,no,,,,,,,,PL044L1,no,Głogów
PL516,1003021021604,Polkowice,Polkowice,no,27625,167650000,2,no,no,,,,,,,,,,
PL516,1003021021605,Przemków,Przemków,no,8376,107450000,2,no,no,,,,,,,,,,
PL516,1003021021606,Radwanice,Radwanice,no,4805,84240000,3,no,no,,,,,,,,,,
PL516,1003021026201,Legnica,Legnica,no,99752,56290000,1,no,no,,PL516C1,no,Legnica,,,,PL516L2,no,Legnica
PL517,1003021030201,Bielawa,Bielawa,no,30055,36210000,2,no,no,,,,,,,,,,
PL517,1003021030202,Dzierżoniów,Dzierżoniów,no,33344,20070000,2,no,no,,,,,,,,,,
PL517,1003021030203,Pieszyce,Pieszyce,no,9492,63610000,2,no,no,,,,,,,,,,
PL517,1003021030204,Piława Górna,Piława Górna,no,6457,20930000,2,no,no,,,,,,,,,,
PL517,1003021030205,Dzierżoniów,Dzierżoniów,no,9138,141060000,3,no,no,,,,,,,,,,
PL517,1003021030206,Łagiewniki,Łagiewniki,no,7449,124770000,3,no,no,,,,,,,,,,
PL517,1003021030207,Niemcza,Niemcza,no,5502,71860000,3,no,no,,,,,,,,,,
PL517,1003021030801,Duszniki-Zdrój,Duszniki-Zdrój,no,4629,22280000,3,no,no,,,,,,,,,,
PL517,1003021030802,Kłodzko,Kłodzko,no,26954,24840000,2,no,no,,,,,,,,,,
PL517,1003021030803,Kudowa-Zdrój,Kudowa-Zdrój,no,9954,33900000,2,no,no,,,,,,,,,,
PL517,1003021030804,Nowa Ruda,Nowa Ruda,no,22246,37050000,2,no,no,,,,,,,,,,
PL517,1003021030805,Polanica-Zdrój,Polanica-Zdrój,no,6357,17220000,2,no,no,,,,,,,,,,
PL517,1003021030806,Bystrzyca Kłodzka,Bystrzyca Kłodzka,no,18984,338530000,2,no,no,,,,,,,,,,
PL517,1003021030807,Kłodzko,Kłodzko,no,17208,253250000,3,no,no,,,,,,,,,,
PL517,1003021030808,Lądek-Zdrój,Lądek-Zdrój,no,8276,117270000,2,no,no,,,,,,,,,,
PL517,1003021030809,Lewin Kłodzki,Lewin Kłodzki,no,1940,52140000,3,no,no,,,,,,,,,,
PL517,1003021030810,Międzylesie,Międzylesie,no,7212,188750000,3,no,no,,,,,,,,,,
PL517,1003021030811,Nowa Ruda,Nowa Ruda,no,11657,139670000,3,no,no,,,,,,,,,,
PL517,1003021030812,Radków,Radków,no,9059,139950000,3,no,no,,,,,,,,,,
PL517,1003021030813,Stronie Śląskie,Stronie Śląskie,no,7559,146080000,2,no,no,,,,,,,,,,
PL517,1003021030814,Szczytna,Szczytna,no,7302,132370000,3,no,no,,,,,,,,,,
PL517,1003021031901,Świdnica,Świdnica,no,57310,21760000,1,no,no,,PL049C1,no,Świdnica,,,,PL049L1,no,Świdnica
PL517,1003021031902,Świebodzice,Świebodzice,no,22830,30430000,2,no,no,,,,,,,,,,
PL517,1003021031903,Dobromierz,Dobromierz,no,5212,85930000,3,no,no,,,,,,,,,,
PL517,1003021031904,Jaworzyna Śląska,Jaworzyna Śląska,no,10297,67450000,3,no,no,,,,,,,,PL049L1,no,Świdnica
PL517,1003021031905,Marcinowice,Marcinowice,no,6481,95240000,3,no,no,,,,,,,,PL049L1,no,Świdnica
PL517,1003021031906,Strzegom,Strzegom,no,25887,144650000,2,no,no,,,,,,,,,,
PL517,1003021031907,Świdnica,Świdnica,no,17155,207840000,3,no,no,,,,,,,,PL049L1,no,Świdnica
PL517,1003021031908,Żarów,Żarów,no,12443,87840000,2,no,no,,,,,,,,PL049L1,no,Świdnica
PL517,1003021032101,Boguszów-Gorce,Boguszów-Gorce,no,15444,27020000,2,no,no,,,,,,,,PL511L2,no,Wałbrzych
PL517,1003021032102,Jedlina-Zdrój,Jedlina-Zdrój,no,4851,17450000,2,no,no,,,,,,,,PL511L2,no,Wałbrzych
PL517,1003021032103,Szczawno-Zdrój,Szczawno-Zdrój,no,5608,14740000,2,no,no,,,,,,,,PL511L2,no,Wałbrzych
PL517,1003021032104,Czarny Bór,Czarny Bór,no,4848,66400000,3,no,no,,,,,,,,PL511L2,no,Wałbrzych
PL517,1003021032105,Głuszyca,Głuszyca,no,8659,62120000,2,no,no,,,,,,,,PL511L2,no,Wałbrzych
PL517,1003021032106,Mieroszów,Mieroszów,no,6866,76060000,3,no,no,,,,,,,,PL511L2,no,Wałbrzych
PL517,1003021032107,Stare Bogaczowice,Stare Bogaczowice,no,4298,87290000,3,no,no,,,,,,,,PL511L2,no,Wałbrzych
PL517,1003021032108,Walim,Walim,no,5430,79140000,3,no,no,,,,,,,,PL511L2,no,Wałbrzych
PL517,1003021032401,Bardo,Bardo,no,5328,73030000,3,no,no,,,,,,,,,,
PL517,1003021032402,Ciepłowody,Ciepłowody,no,3014,77410000,3,no,no,,,,,,,,,,
PL517,1003021032403,Kamieniec Ząbkowicki,Kamieniec Ząbkowicki,no,8182,96690000,3,no,no,,,,,,,,,,
PL517,1003021032404,Stoszowice,Stoszowice,no,5415,110720000,3,no,no,,,,,,,,,,
PL517,1003021032405,Ząbkowice Śląskie,Ząbkowice Śląskie,no,21885,146130000,2,no,no,,,,,,,,,,
PL517,1003021032406,Ziębice,Ziębice,no,17088,222280000,3,no,no,,,,,,,,,,
PL517,1003021032407,Złoty Stok,Złoty Stok,no,4516,75270000,3,no,no,,,,,,,,,,
PL517,1003021036501,Wałbrzych,Wałbrzych,no,112594,84700000,1,no,no,,PL511C1,no,Wałbrzych,,,,PL511L2,no,Wałbrzych
PL518,1003021041301,Cieszków,Cieszków,no,4696,100830000,3,no,no,,,,,,,,,,
PL518,1003021041302,Krośnice,Krośnice,no,8169,178540000,3,no,no,,,,,,,,,,
PL518,1003021041303,Milicz,Milicz,no,24228,435560000,2,no,no,,,,,,,,,,
PL518,1003021041401,Oleśnica,Oleśnica,no,37242,20960000,2,no,no,,,,,,,,,,
PL518,1003021041402,Bierutów,Bierutów,no,9988,147000000,3,no,no,,,,,,,,,,
PL518,1003021041403,Dobroszyce,Dobroszyce,no,6667,131960000,3,no,no,,,,,,,,PL004L2,no,Wrocław
PL518,1003021041404,Dziadowa Kłoda,Dziadowa Kłoda,no,4597,105790000,3,no,no,,,,,,,,,,
PL518,1003021041405,Międzybórz,Międzybórz,no,5095,87780000,3,no,no,,,,,,,,,,
PL518,1003021041406,Oleśnica,Oleśnica,no,13535,242850000,3,no,no,,,,,,,,,,
PL518,1003021041407,Syców,Syców,no,16878,145110000,2,no,no,,,,,,,,,,
PL518,1003021041408,Twardogóra,Twardogóra,no,13060,167860000,2,no,no,,,,,,,,,,
PL518,1003021041501,Oława,Oława,no,32927,27360000,2,no,no,,,,,,,,,,
PL518,1003021041502,Domaniów,Domaniów,no,5182,94460000,3,no,no,,,,,,,,PL004L2,no,Wrocław
PL518,1003021041503,Jelcz-Laskowice,Jelcz-Laskowice,no,23286,167630000,2,no,no,,,,,,,,,,
PL518,1003021041504,Oława,Oława,no,15200,234650000,3,no,no,,,,,,,,,,
PL518,1003021041701,Borów,Borów,no,5306,98650000,3,no,no,,,,,,,,PL004L2,no,Wrocław
PL518,1003021041702,Kondratowice,Kondratowice,no,4298,98260000,3,no,no,,,,,,,,,,
PL518,1003021041703,Przeworno,Przeworno,no,4800,111970000,3,no,no,,,,,,,,,,
PL518,1003021041704,Strzelin,Strzelin,no,22153,171410000,2,no,no,,,,,,,,,,
PL518,1003021041705,Wiązów,Wiązów,no,7216,141770000,3,no,no,,,,,,,,,,
PL518,1003021041801,Kostomłoty,Kostomłoty,no,7162,145240000,3,no,no,,,,,,,,,,
PL518,1003021041802,Malczyce,Malczyce,no,5965,52570000,3,no,no,,,,,,,,,,
PL518,1003021041803,Miękinia,Miękinia,no,16175,179480000,3,no,no,,,,,,,,PL004L2,no,Wrocław
PL518,1003021041804,Środa Śląska,Środa Śląska,no,19831,215960000,3,no,no,,,,,,,,,,
PL518,1003021041805,Udanin,Udanin,no,5136,110890000,3,no,no,,,,,,,,,,
PL518,1003021042001,Oborniki Śląskie,Oborniki Śląskie,no,20209,154260000,3,no,no,,,,,,,,PL004L2,no,Wrocław
PL518,1003021042002,Prusice,Prusice,no,9362,157980000,3,no,no,,,,,,,,PL004L2,no,Wrocław
PL518,1003021042003,Trzebnica,Trzebnica,no,24300,199960000,2,no,no,,,,,,,,PL004L2,no,Wrocław
PL518,1003021042004,Wisznia Mała,Wisznia Mała,no,10370,103360000,3,no,no,,,,,,,,PL004L2,no,Wrocław
PL518,1003021042005,Zawonia,Zawonia,no,5957,117450000,3,no,no,,,,,,,,PL004L2,no,Wrocław
PL518,1003021042006,Żmigród,Żmigród,no,14688,291770000,3,no,no,,,,,,,,,,
PL518,1003021042201,Brzeg Dolny,Brzeg Dolny,no,16131,94400000,2,no,no,,,,,,,,,,
PL518,1003021042202,Wińsko,Wińsko,no,8369,249460000,3,no,no,,,,,,,,,,
PL518,1003021042203,Wołów,Wołów,no,22556,331100000,2,no,no,,,,,,,,,,
PL518,1003021042301,Czernica,Czernica,no,15573,83630000,3,no,no,,,,,,,,PL004L2,no,Wrocław
PL518,1003021042302,Długołęka,Długołęka,no,32153,212840000,3,no,no,,,,,,,,PL004L2,no,Wrocław
PL518,1003021042303,Jordanów Śląski,Jordanów Śląski,no,3161,56690000,3,no,no,,,,,,,,PL004L2,no,Wrocław
PL518,1003021042304,Kąty Wrocławskie,Kąty Wrocławskie,no,24639,176660000,3,no,no,,,,,,,,PL004L2,no,Wrocław
PL518,1003021042305,Kobierzyce,Kobierzyce,no,21097,149260000,3,no,no,,,,,,,,PL004L2,no,Wrocław
PL518,1003021042306,Mietków,Mietków,no,3785,83380000,3,no,no,,,,,,,,PL004L2,no,Wrocław
PL518,1003021042307,Sobótka,Sobótka,no,12827,136260000,3,no,no,,,,,,,,PL004L2,no,Wrocław
PL518,1003021042308,Siechnice,Siechnice,no,21960,98710000,3,no,no,,,,,,,,PL004L2,no,Wrocław
PL518,1003021042309,Żórawina,Żórawina,no,10865,120270000,3,no,no,,,,,,,,PL004L2,no,Wrocław
PL514,1003021056401,Wrocław,Wrocław,no,640648,292820000,1,no,no,,PL004C1,no,Wrocław,,,,PL004L2,no,Wrocław
PL523,1003161310101,Brzeg,Brzeg,no,35930,14610000,2,no,no,,,,,,,,,,
PL523,1003161310102,Skarbimierz,Skarbimierz,no,8147,110310000,3,no,no,,,,,,,,,,
PL523,1003161310103,Grodków,Grodków,no,19242,285950000,3,no,no,,,,,,,,,,
PL523,1003161310104,Lewin Brzeski,Lewin Brzeski,no,13020,159630000,3,no,no,,,,,,,,PL016L2,no,Opole
PL523,1003161310105,Lubsza,Lubsza,no,9008,212700000,3,no,no,,,,,,,,,,
PL523,1003161310106,Olszanka,Olszanka,no,4928,92760000,3,no,no,,,,,,,,,,
PL523,1003161310201,Baborów,Baborów,no,6011,117030000,3,no,no,,,,,,,,,,
PL523,1003161310202,Branice,Branice,no,6524,121630000,3,no,no,,,,,,,,,,
PL523,1003161310203,Głubczyce,Głubczyce,no,22395,294340000,2,no,no,,,,,,,,,,
PL523,1003161310204,Kietrz,Kietrz,no,10953,139630000,2,no,no,,,,,,,,,,
PL523,1003161310601,Domaszowice,Domaszowice,no,3609,114030000,3,no,no,,,,,,,,,,
PL523,1003161310602,Namysłów,Namysłów,no,26071,290150000,2,no,no,,,,,,,,,,
PL523,1003161310603,Pokój,Pokój,no,5233,132910000,3,no,no,,,,,,,,,,
PL523,1003161310604,Świerczów,Świerczów,no,3351,110350000,3,no,no,,,,,,,,,,
PL523,1003161310605,Wilków,Wilków,no,4424,100740000,3,no,no,,,,,,,,,,
PL523,1003161310701,Głuchołazy,Głuchołazy,no,23774,168070000,2,no,no,,,,,,,,,,
PL523,1003161310702,Kamiennik,Kamiennik,no,3486,89370000,3,no,no,,,,,,,,,,
PL523,1003161310703,Korfantów,Korfantów,no,8870,179530000,3,no,no,,,,,,,,,,
PL523,1003161310704,Łambinowice,Łambinowice,no,7529,123950000,3,no,no,,,,,,,,PL016L2,no,Opole
PL523,1003161310705,Nysa,Nysa,no,57272,217670000,2,no,no,,,,,,,,,,
PL523,1003161310706,Otmuchów,Otmuchów,no,13620,187400000,3,no,no,,,,,,,,,,
PL523,1003161310707,Paczków,Paczków,no,12649,79980000,2,no,no,,,,,,,,,,
PL523,1003161310708,Pakosławice,Pakosławice,no,3512,74050000,3,no,no,,,,,,,,,,
PL523,1003161310709,Skoroszyce,Skoroszyce,no,6234,103860000,3,no,no,,,,,,,,,,
PL523,1003161311001,Biała,Biała,no,10624,196250000,3,no,no,,,,,,,,,,
PL523,1003161311002,Głogówek,Głogówek,no,13293,169930000,3,no,no,,,,,,,,,,
PL523,1003161311003,Lubrza,Lubrza,no,4338,83110000,3,no,no,,,,,,,,,,
PL523,1003161311004,Prudnik,Prudnik,no,27269,122260000,2,no,no,,,,,,,,,,
PL524,1003161320301,Kędzierzyn-Koźle,Kędzierzyn-Koźle,no,61062,123710000,2,no,no,,,,,,,,,,
PL524,1003161320302,Bierawa,Bierawa,no,7944,118560000,3,no,no,,,,,,,,,,
PL524,1003161320303,Cisek,Cisek,no,5627,71080000,3,no,no,,,,,,,,,,
PL524,1003161320304,Pawłowiczki,Pawłowiczki,no,7547,153530000,3,no,no,,,,,,,,,,
PL524,1003161320305,Polska Cerekiew,Polska Cerekiew,no,4051,60120000,3,no,no,,,,,,,,,,
PL524,1003161320306,Reńska Wieś,Reńska Wieś,no,8256,98130000,3,no,no,,,,,,,,,,
PL524,1003161320401,Byczyna,Byczyna,no,9352,182940000,3,no,no,,,,,,,,,,
PL524,1003161320402,Kluczbork,Kluczbork,no,35980,216960000,2,no,no,,,,,,,,,,
PL524,1003161320403,Lasowice Wielkie,Lasowice Wielkie,no,6862,211040000,3,no,no,,,,,,,,,,
PL524,1003161320404,Wołczyn,Wołczyn,no,13643,240970000,3,no,no,,,,,,,,,,
PL524,1003161320501,Gogolin,Gogolin,no,12609,100570000,2,no,no,,,,,,,,,,
PL524,1003161320502,Krapkowice,Krapkowice,no,22728,97310000,2,no,no,,,,,,,,,,
PL524,1003161320503,Strzeleczki,Strzeleczki,no,7413,117370000,3,no,no,,,,,,,,,,
PL524,1003161320504,Walce,Walce,no,5440,69110000,3,no,no,,,,,,,,,,
PL524,1003161320505,Zdzieszowice,Zdzieszowice,no,15752,57440000,2,no,no,,,,,,,,,,
PL524,1003161320801,Dobrodzień,Dobrodzień,no,9912,162820000,3,no,no,,,,,,,,,,
PL524,1003161320802,Gorzów Śląski,Gorzów Śląski,no,7147,153710000,3,no,no,,,,,,,,,,
PL524,1003161320803,Olesno,Olesno,no,17754,240900000,2,no,no,,,,,,,,,,
PL524,1003161320804,Praszka,Praszka,no,13575,103030000,2,no,no,,,,,,,,,,
PL524,1003161320805,Radłów,Radłów,no,4337,116870000,3,no,no,,,,,,,,,,
PL524,1003161320806,Rudniki,Rudniki,no,8201,100400000,3,no,no,,,,,,,,,,
PL524,1003161320807,Zębowice,Zębowice,no,3676,95650000,3,no,no,,,,,,,,,,
PL524,1003161320901,Chrząstowice,Chrząstowice,no,6947,82350000,3,no,no,,,,,,,,PL016L2,no,Opole
PL524,1003161320902,Dąbrowa,Dąbrowa,no,8227,114110000,3,no,no,,,,,,,,PL016L2,no,Opole
PL524,1003161320903,Dobrzeń Wielki,Dobrzeń Wielki,no,9412,63470000,3,no,no,,,,,,,,PL016L2,no,Opole
PL524,1003161320904,Komprachcice,Komprachcice,no,9076,50590000,2,no,no,,,,,,,,PL016L2,no,Opole
PL524,1003161320905,Łubniany,Łubniany,no,9781,126050000,3,no,no,,,,,,,,PL016L2,no,Opole
PL524,1003161320906,Murów,Murów,no,5347,160020000,3,no,no,,,,,,,,,,
PL524,1003161320907,Niemodlin,Niemodlin,no,13276,183140000,3,no,no,,,,,,,,PL016L2,no,Opole
PL524,1003161320908,Ozimek,Ozimek,no,19610,125670000,2,no,no,,,,,,,,,,
PL524,1003161320909,Popielów,Popielów,no,8062,175490000,3,no,no,,,,,,,,PL016L2,no,Opole
PL524,1003161320910,Prószków,Prószków,no,9063,118260000,3,no,no,,,,,,,,PL016L2,no,Opole
PL524,1003161320911,Tarnów Opolski,Tarnów Opolski,no,9577,81800000,3,no,no,,,,,,,,PL016L2,no,Opole
PL524,1003161320912,Tułowice,Tułowice,no,5171,81250000,3,no,no,,,,,,,,PL016L2,no,Opole
PL524,1003161320913,Turawa,Turawa,no,9971,172100000,3,no,no,,,,,,,,PL016L2,no,Opole
PL524,1003161321101,Izbicko,Izbicko,no,5424,84510000,3,no,no,,,,,,,,PL016L2,no,Opole
PL524,1003161321102,Jemielnica,Jemielnica,no,7216,113460000,3,no,no,,,,,,,,,,
PL524,1003161321103,Kolonowskie,Kolonowskie,no,5919,83570000,3,no,no,,,,,,,,,,
PL524,1003161321104,Leśnica,Leśnica,no,7623,94750000,3,no,no,,,,,,,,,,
PL524,1003161321105,Strzelce Opolskie,Strzelce Opolskie,no,30688,202530000,2,no,no,,,,,,,,,,
PL524,1003161321106,Ujazd,Ujazd,no,6416,83310000,3,no,no,,,,,,,,,,
PL524,1003161321107,Zawadzkie,Zawadzkie,no,11379,82140000,2,no,no,,,,,,,,,,
PL524,1003161326101,Opole,Opole,no,128137,148880000,1,no,no,,PL016C1,no,Opole,,,,PL016L2,no,Opole
PL613,1004041060301,Białe Błota,Białe Błota,no,21792,122420000,3,no,no,,,,,,,,PL008L2,no,Bydgoszcz
PL613,1004041060302,Dąbrowa Chełmińska,Dąbrowa Chełmińska,no,8349,125040000,3,no,no,,,,,,,,PL008L2,no,Bydgoszcz
PL613,1004041060303,Dobrcz,Dobrcz,no,11670,130070000,3,no,no,,,,,,,,PL008L2,no,Bydgoszcz
PL613,1004041060304,Koronowo,Koronowo,no,24198,411530000,3,no,no,,,,,,,,PL008L2,no,Bydgoszcz
PL613,1004041060305,Nowa Wieś Wielka,Nowa Wieś Wielka,no,10129,148280000,3,no,no,,,,,,,,PL008L2,no,Bydgoszcz
PL613,1004041060306,Osielsko,Osielsko,no,14234,101720000,3,no,no,,,,,,,,PL008L2,no,Bydgoszcz
PL613,1004041060307,Sicienko,Sicienko,no,10139,179990000,2,no,no,,,,,,,,PL008L2,no,Bydgoszcz
PL613,1004041060308,Solec Kujawski,Solec Kujawski,no,16814,175070000,2,no,no,,,,,,,,,,
PL613,1004041061501,Chełmża,Chełmża,no,14532,7840000,2,no,no,,,,,,,,PL013L2,no,Toruń
PL613,1004041061502,Chełmża,Chełmża,no,9838,178950000,3,no,no,,,,,,,,PL013L2,no,Toruń
PL613,1004041061503,Czernikowo,Czernikowo,no,9086,170140000,3,no,no,,,,,,,,PL013L2,no,Toruń
PL613,1004041061504,Lubicz,Lubicz,no,19907,105750000,2,no,no,,,,,,,,PL013L2,no,Toruń
PL613,1004041061505,Łubianka,Łubianka,no,7133,84500000,3,no,no,,,,,,,,PL013L2,no,Toruń
PL613,1004041061506,Łysomice,Łysomice,no,10019,126940000,3,no,no,,,,,,,,PL013L2,no,Toruń
PL613,1004041061507,Obrowo,Obrowo,no,17148,162170000,3,no,no,,,,,,,,PL013L2,no,Toruń
PL613,1004041061508,Wielka Nieszawka,Wielka Nieszawka,no,5176,216220000,3,no,no,,,,,,,,PL013L2,no,Toruń
PL613,1004041061509,Zławieś Wielka,Zławieś Wielka,no,14096,177910000,3,no,no,,,,,,,,PL013L2,no,Toruń
PL613,1004041066101,Bydgoszcz,Bydgoszcz,no,350178,175980000,1,no,no,,PL008C1,no,Bydgoszcz,,,,PL008L2,no,Bydgoszcz
PL613,1004041066301,Toruń,Toruń,no,202074,115720000,1,no,no,,PL013C1,no,Toruń,,,,PL013L2,no,Toruń
PL616,1004041070201,Brodnica,Brodnica,no,28774,23150000,2,no,no,,,,,,,,,,
PL616,1004041070202,Bobrowo,Bobrowo,no,6334,145910000,3,no,no,,,,,,,,,,
PL616,1004041070203,Brodnica,Brodnica,no,8348,126870000,3,no,no,,,,,,,,,,
PL616,1004041070204,Brzozie,Brzozie,no,3793,93660000,3,no,no,,,,,,,,,,
PL616,1004041070205,Górzno,Górzno,no,3901,119680000,3,no,no,,,,,,,,,,
PL616,1004041070206,Bartniczka,Bartniczka,no,4708,83400000,3,no,no,,,,,,,,,,
PL616,1004041070207,Jabłonowo Pomorskie,Jabłonowo Pomorskie,no,8936,134860000,3,no,no,,,,,,,,,,
PL616,1004041070208,Osiek,Osiek,no,4026,75000000,3,no,no,,,,,,,,,,
PL616,1004041070209,Świedziebnia,Świedziebnia,no,5205,103670000,3,no,no,,,,,,,,,,
PL616,1004041070210,Zbiczno,Zbiczno,no,4873,133770000,3,no,no,,,,,,,,,,
PL616,1004041070401,Chełmno,Chełmno,no,19720,13560000,2,no,no,,,,,,,,,,
PL616,1004041070402,Chełmno,Chełmno,no,6050,113710000,3,no,no,,,,,,,,,,
PL616,1004041070403,Kijewo Królewskie,Kijewo Królewskie,no,4538,71840000,3,no,no,,,,,,,,,,
PL616,1004041070404,Lisewo,Lisewo,no,5273,86310000,3,no,no,,,,,,,,,,
PL616,1004041070405,Papowo Biskupie,Papowo Biskupie,no,4360,70450000,3,no,no,,,,,,,,,,
PL616,1004041070406,Stolno,Stolno,no,5255,98520000,3,no,no,,,,,,,,,,
PL616,1004041070407,Unisław,Unisław,no,6997,72550000,3,no,no,,,,,,,,,,
PL616,1004041070501,Golub-Dobrzyń,Golub-Dobrzyń,no,12630,7500000,2,no,no,,,,,,,,,,
PL616,1004041070502,Ciechocin,Ciechocin,no,4034,101230000,3,no,no,,,,,,,,PL013L2,no,Toruń
PL616,1004041070503,Golub-Dobrzyń,Golub-Dobrzyń,no,8727,197790000,3,no,no,,,,,,,,,,
PL616,1004041070504,Kowalewo Pomorskie,Kowalewo Pomorskie,no,11489,141200000,3,no,no,,,,,,,,PL013L2,no,Toruń
PL616,1004041070505,Radomin,Radomin,no,3878,80810000,3,no,no,,,,,,,,,,
PL616,1004041070506,Zbójno,Zbójno,no,4382,84320000,3,no,no,,,,,,,,,,
PL616,1004041070601,Grudziądz,Grudziądz,no,12762,165330000,3,no,no,,,,,,,,PL517L2,no,Grudziądz
PL616,1004041070602,Gruta,Gruta,no,6427,123750000,3,no,no,,,,,,,,PL517L2,no,Grudziądz
PL616,1004041070603,Łasin,Łasin,no,7942,136550000,3,no,no,,,,,,,,,,
